County,Less_Than_High_School_Diploma,At_Least_High_School_Diploma,At_Least_Bachelors's_Degree,Graduate_Degree,School_Enrollment,Median_Earnings_2010,White_Not_Latino_Population,African_American_Population,Native_American_Population,Asian_American_Population,Other_Race_or_Races,Latino_Population,Children_Under_6_Living_in_Poverty,Adults_65_and_Older_Living_in_Poverty,Total_Population,Preschool_Enrollment_Ratio_enrolled_ages_3_and_4,Poverty_Rate_below_federal_poverty_threshold,Gini_Coefficient,Child_Poverty_living_in_families_below_the_poverty_line,Management_professional_and_related_occupations,Service_occupations,Sales_and_office_occupations,Farming_fishing_and_forestry_occupations,Construction_extraction_maintenance_and_repair_occupations,Production_transportation_and_material_moving_occupations,SIRE_homogeneity,median_age,Poor_physical_health_days,Poor_mental_health_days,Low_birthweight,Teen_births,Children_in_single_parent_households,Adult_smoking,Adult_obesity,Diabetes,Sexually_transmitted_infections,HIV_prevalence_rate,Uninsured,Unemployment,Violent_crime,Homicide_rate,Injury_deaths,Infant_mortality,Result_2016
"Ballard County, Kentucky",18.8,81.2,10.7,6.3,82.8,26006.980635,93.95,3.15,0.05,0.25,1.7,0.95,18.8,15.25,8215,79.1,13.45,0.44799999999999995,17.8,28.75,16.45,21.2,2.65,14.1,16.85,0.88403825,41.1,7.2,5.6,0.12,58.6,0.204,0.312,0.34299999999999997,0.13699999999999998,290.8,86.57528089887639,0.16899999999999998,0.085,125.76,5.38138888888889,94.9,7.602857142857143,0
"Bath County, Kentucky",27.8,72.2,13.2,5.4,80.05,21745.755240000002,97.05,1.15,0.1,0.05,0.8,0.85,36.0,26.7,11594,31.9,28.0,0.461,42.75,29.6,12.85,23.2,2.15,6.85,25.35,0.94214,38.4,5.5,5.1,0.1,81.4,0.371,0.321,0.344,0.133,315.1,86.57528089887639,0.18899999999999997,0.10099999999999999,111.8224324324324,5.38138888888889,126.3,7.602857142857143,0
"Natchitoches Parish, Louisiana",21.3,78.7,21.2,8.6,76.7,19508.119365000002,54.45,40.05,0.95,0.5,2.25,1.8,46.65,18.9,39271,56.4,29.6,0.514,38.35,27.35,21.25,23.0,1.25,11.95,15.25,0.457826,32.5,4.3,4.6,0.12,45.0,0.486,0.271,0.39,0.12300000000000001,1166.3,240.2,0.222,0.079,697.81,10.2,76.4,10.6,0
"St. Mary Parish, Louisiana",30.1,69.9,10.4,3.0,73.5,24522.17651,58.85,31.75,1.6,1.6,1.9,4.25,35.3,15.5,52867,49.2,21.25,0.43700000000000006,32.25,22.7,17.3,22.45,1.05,13.3,23.15,0.44981775,37.2,4.8,3.5,0.11,63.4,0.44799999999999995,0.221,0.38,0.127,564.5,156.7,0.235,0.075,682.49,8.2,80.9,6.8,0
"Kent County, Maryland",14.0,86.0,30.2,12.4,78.3,23085.18603,78.55,15.35,0.05,0.8,1.35,3.9,20.6,8.1,20097,16.1,12.35,0.484,13.5,32.7,19.6,23.4,4.75,9.05,10.45,0.6423399999999999,44.7,3.5,3.4,0.09,26.8,0.379,0.177,0.272,0.109,311.8,205.6,0.141,0.075,341.34,6.438124999999999,75.9,7.5473684210526315,0
"Desha County, Arkansas",27.5,72.5,13.6,3.7,75.95,21728.943175,46.95,47.3,0.4,0.15,0.9,4.3,47.65,23.0,13372,73.5,28.8,0.47,41.55,30.2,15.5,19.75,5.3,5.9,23.35,0.4461075,38.3,4.8,4.2,0.16,88.6,0.479,0.239,0.369,0.13699999999999998,1049.9,120.2,0.203,0.105,883.71,19.99,82.4,8.819999999999999,1
"Woodruff County, Arkansas",26.9,73.1,9.0,1.7,71.7,21485.047619999998,68.9,28.75,0.35,0.1,1.2,0.7,43.95,23.3,7468,54.5,24.4,0.51,34.25,24.45,17.3,24.0,6.25,10.1,17.85,0.5575835,42.9,3.9,4.281428571428571,0.12,86.3,0.415,0.221,0.35600000000000004,0.133,442.7,141.19855072463764,0.207,0.107,86.09,9.861842105263156,103.9,8.819999999999999,0
"Franklin County, Arkansas",17.4,82.6,11.6,3.1,74.0,21511.129205,93.65,0.4,0.75,0.6,2.4,2.2,32.7,11.9,18081,30.8,18.9,0.44799999999999995,27.55,24.95,17.8,21.6,1.45,11.85,22.35,0.8782004999999999,41.4,3.5,5.0,0.08,54.6,0.326,0.27699999999999997,0.336,0.121,421.1,91.2,0.19699999999999998,0.067,285.23,9.861842105263156,58.3,8.819999999999999,0
"Chicot County, Arkansas",30.7,69.3,12.6,4.8,71.9,18959.644125,40.35,53.6,0.1,0.3,1.1,4.5,71.6,24.15,12039,74.2,35.95,0.509,50.5,27.65,25.9,13.6,5.85,7.4,19.65,0.45226425,41.9,7.2,3.9,0.13,75.2,0.544,0.36200000000000004,0.368,0.152,895.8,252.1,0.217,0.10400000000000001,653.54,19.74,107.4,8.819999999999999,1
"Lauderdale County, Alabama",17.1,82.9,21.5,7.9,76.5,23675.604125,86.1,9.95,0.25,0.55,1.15,1.9,33.05,9.15,90629,41.1,17.85,0.461,25.9,28.15,16.25,27.45,0.55,12.25,15.45,0.7517510000000001,39.7,4.6,3.6,0.1,35.5,0.306,0.177,0.322,0.125,450.5,60.2,0.152,0.067,159.34,5.97,73.2,7.5,0
"Polk County, Arkansas",19.6,80.4,10.0,3.7,77.25,20551.20635,90.55,0.2,1.65,0.2,2.3,5.15,35.15,9.6,20401,52.1,19.75,0.41700000000000004,31.8,24.15,15.45,21.3,2.85,14.3,21.9,0.82339175,43.2,4.1,4.0,0.08,67.4,0.337,0.284,0.331,0.114,354.2,80.0,0.24600000000000002,0.077,294.42,9.861842105263156,100.6,8.819999999999999,0
"Mathews County, Virginia",15.5,84.5,20.6,9.3,69.5,31953.005715,86.95,9.45,0.45,0.45,1.4,1.35,12.95,4.55,8994,24.6,7.7,0.43,6.95,29.65,10.7,23.35,2.8,15.85,17.65,0.76537925,48.9,3.2,3.496703296703298,0.08,24.3,0.31,0.247,0.27399999999999997,0.13,111.6,241.94880000000006,0.161,0.054000000000000006,66.38,7.016346153846154,77.7,8.283673469387756,0
"Salem city, Virginia",12.5,87.5,29.1,11.1,82.65,26971.128569999997,88.45,6.85,0.15,1.2,1.45,1.85,11.2,5.3,24970,59.8,8.3,0.44,7.45,33.45,18.5,30.55,0.15,6.1,11.2,0.78773125,40.0,2.6,3.496703296703298,0.08,24.8,0.348,0.21100000000000002,0.28300000000000003,0.10800000000000001,348.5,140.0,0.136,0.059000000000000004,124.48,7.016346153846154,64.1,8.283673469387756,0
"Waynesboro city, Virginia",18.8,81.2,21.8,7.9,71.25,25559.074285,80.45,10.4,0.35,0.8,2.1,5.9,34.75,11.1,21352,35.5,18.3,0.462,33.1,28.5,16.05,25.25,0.0,9.9,20.3,0.6620345,38.6,3.572380952380952,3.496703296703298,0.08,61.4,0.40399999999999997,0.2152857142857143,0.294,0.109,375.4,162.2,0.165,0.069,325.2,7.016346153846154,62.3,8.283673469387756,0
"Whatcom County, Washington",9.3,90.7,31.7,10.7,76.7,24367.513015,82.95,0.95,2.5,3.55,2.8,7.25,17.15,7.25,197013,39.6,15.2,0.43799999999999994,14.65,32.2,19.25,26.25,1.75,8.8,11.75,0.696086,36.2,3.4,3.4,0.05,19.6,0.268,0.138,0.253,0.085,273.0,77.5,0.192,0.075,195.67,2.23,47.8,4.5,1
"Lincoln County, Wisconsin",12.7,87.3,14.7,5.2,77.0,29924.726985,96.5,0.3,0.3,0.5,1.2,1.2,19.6,9.0,29187,44.9,10.2,0.387,13.9,24.85,14.7,22.75,2.05,11.4,24.3,0.9315559999999999,44.0,3.8,3.1,0.07,29.1,0.196,0.228,0.29100000000000004,0.10400000000000001,174.8,20.4,0.098,0.095,171.12,2.7723076923076926,74.3,5.803225806451612,0
"Wayne County, West Virginia",21.9,78.1,12.7,4.4,76.35,23955.219365,98.05,0.25,0.15,0.25,0.7,0.55,23.95,14.9,41988,36.8,20.15,0.439,23.4,26.15,19.25,26.9,0.1,11.2,16.3,0.96147425,41.2,6.8,6.1,0.13,42.0,0.289,0.325,0.355,0.14400000000000002,111.6,24.8,0.18600000000000003,0.078,153.33,7.35,89.1,8.1,0
"Pratt County, Kansas",10.5,89.5,22.7,9.1,82.05,24746.655555,91.75,1.35,0.3,0.3,1.35,5.0,12.6,8.2,9517,63.1,10.9,0.449,11.3,32.0,20.2,20.25,3.6,11.5,12.45,0.84468875,42.4,3.028571428571429,2.0,0.07,41.3,0.21899999999999997,0.17800000000000002,0.311,0.09699999999999999,206.7,84.04166666666669,0.154,0.04,309.35,5.603,57.9,8.010526315789473,0
"Republic County, Kansas",5.0,95.0,18.6,6.2,68.2,22320.165395,97.4,0.2,0.35,0.65,0.75,0.6,18.7,6.05,4951,22.2,10.5,0.451,20.75,35.3,13.65,20.9,4.45,12.1,13.55,0.94882675,50.6,3.1,2.7723684210526316,0.06,38.2,0.272,0.174,0.295,0.11199999999999999,101.9,84.04166666666669,0.154,0.036000000000000004,95.17,5.603,82.26438356164385,8.010526315789473,0
"Rush County, Kansas",12.7,87.3,16.2,3.8,70.8,23611.122855,96.15,0.25,0.25,0.1,1.6,1.6,29.45,13.05,3255,10.8,12.85,0.401,22.2,37.5,17.3,21.95,1.05,6.95,15.3,0.92500775,48.6,3.4,2.7723684210526316,0.070253164556962,27.4,0.106,0.284,0.28,0.10300000000000001,154.4,84.04166666666669,0.161,0.047,182.96,5.603,82.26438356164385,8.010526315789473,0
"Adair County, Kentucky",31.3,68.7,14.4,7.8,76.45,19131.21746,94.25,3.2,0.15,0.35,1.0,1.0,21.3,29.2,18264,33.3,21.25,0.462,23.6,25.15,18.25,25.0,0.6,11.7,19.3,0.88954475,38.5,5.7,5.0,0.09,41.5,0.26899999999999996,0.34,0.33899999999999997,0.125,230.1,86.57528089887639,0.213,0.077,52.44,5.38138888888889,77.6,7.602857142857143,0
"Bell County, Kentucky",34.0,66.0,11.3,6.4,71.45,20382.290794999997,95.0,2.7,0.1,0.2,1.15,0.8,46.65,20.55,28892,30.7,31.1,0.49,37.65,29.05,18.25,23.0,0.45,15.0,14.3,0.90343025,40.5,7.6,6.1,0.1,70.3,0.381,0.264,0.321,0.147,222.8,51.8,0.185,0.133,154.78,5.93,134.8,11.2,0
"Boyd County, Kentucky",16.1,83.9,15.8,6.6,72.9,24189.000315,93.85,3.0,0.15,0.4,1.45,1.15,27.35,9.35,49105,35.7,18.35,0.47200000000000003,25.55,31.6,17.85,26.6,0.05,8.95,15.0,0.882043,41.4,5.5,5.1,0.11,57.4,0.353,0.254,0.33899999999999997,0.14800000000000002,398.3,111.6,0.157,0.076,237.26,3.47,88.8,8.4,0
"Carter County, Kentucky",27.5,72.5,10.2,4.8,76.1,20876.6527,97.5,0.6,0.15,0.15,0.8,0.85,38.45,17.7,27440,36.3,20.45,0.47200000000000003,29.25,26.9,16.5,22.55,0.4,16.55,17.1,0.95080175,39.0,5.6,5.2,0.1,52.1,0.244,0.33399999999999996,0.32,0.124,108.8,43.2,0.183,0.111,64.91,10.29,125.0,7.602857142857143,0
"Daviess County, Kentucky",13.3,86.7,18.2,7.3,76.35,26897.31238,90.8,4.65,0.1,0.6,1.65,2.15,26.3,9.75,95315,51.7,14.6,0.43799999999999994,21.45,28.3,16.95,24.45,0.6,10.95,18.75,0.82739775,38.6,4.0,3.7,0.09,53.3,0.341,0.24100000000000002,0.3,0.114,448.4,89.0,0.145,0.067,176.55,3.32,74.9,7.6,0
"Graves County, Kentucky",20.7,79.3,14.4,4.7,77.35,21536.191745,88.25,4.15,0.2,0.3,1.65,5.4,34.9,13.95,37318,47.0,19.9,0.46399999999999997,28.9,24.75,15.25,24.95,2.8,12.4,19.85,0.78372975,40.1,4.4,3.8,0.08,53.8,0.245,0.20600000000000002,0.314,0.11699999999999999,362.5,96.6,0.2,0.085,147.88,3.87,98.5,8.4,0
"Grayson County, Kentucky",27.8,72.2,7.5,3.8,74.45,22796.478415,97.0,0.6,0.15,0.2,1.4,0.7,34.65,18.45,25533,45.2,20.9,0.434,30.5,22.45,15.3,19.4,0.45,17.35,25.0,0.94118725,39.3,4.9,3.9,0.08,57.9,0.235,0.292,0.353,0.124,231.2,41.4,0.18600000000000003,0.10400000000000001,64.92,5.38138888888889,97.1,7.602857142857143,0
"Laurel County, Kentucky",25.8,74.2,13.6,5.2,70.5,24567.029525,96.45,0.85,0.2,0.6,0.9,1.0,29.15,16.0,57936,23.0,19.6,0.47100000000000003,25.15,27.5,15.95,27.85,0.65,10.0,18.05,0.9305535,37.4,5.7,4.2,0.08,61.8,0.326,0.297,0.325,0.11699999999999999,165.1,27.8,0.19,0.095,78.26,5.96,91.2,6.7,0
"Rowan County, Kentucky",23.5,76.5,24.7,13.6,78.65,16258.01111,94.7,1.1,0.05,1.2,1.6,1.35,45.65,21.65,22941,24.1,28.6,0.489,32.7,33.65,18.9,24.65,1.05,8.95,12.85,0.8975125,31.9,5.2,4.9,0.08,23.9,0.35100000000000003,0.251,0.341,0.107,538.5,64.0,0.201,0.073,99.04,5.38138888888889,72.8,7.602857142857143,0
"Ascension Parish, Louisiana",13.4,86.6,21.9,6.3,78.1,34937.959364999995,72.0,21.45,0.25,0.85,1.05,4.35,20.4,10.0,102843,55.2,11.15,0.409,16.4,33.25,12.75,26.9,0.25,13.4,13.45,0.56649125,34.2,3.6,3.2,0.09,40.8,0.292,0.19399999999999998,0.345,0.10400000000000001,333.7,178.3,0.152,0.057,390.13,5.52,64.5,7.2,0
"Iberia Parish, Louisiana",25.2,74.8,13.4,3.8,74.55,24302.841905,61.7,31.7,0.25,2.35,1.4,2.65,35.5,11.95,73921,57.3,20.9,0.45899999999999996,30.0,25.05,18.25,25.35,1.0,15.65,14.7,0.48263475,35.3,4.1,2.9,0.11,67.0,0.48200000000000004,0.201,0.369,0.124,790.2,142.2,0.21,0.057,601.98,8.2,74.7,8.7,0
"Lincoln Parish, Louisiana",15.5,84.5,31.8,13.8,86.7,14891.529205,55.0,40.3,0.15,1.45,0.85,2.2,42.5,9.8,44768,59.4,27.55,0.523,31.65,33.85,20.55,24.8,0.95,7.85,11.95,0.46567775,27.6,3.9,3.1,0.1,25.1,0.48200000000000004,0.149,0.326,0.09699999999999999,1022.3,162.6,0.237,0.08,456.7,5.04,51.5,11.3,0
"Morehouse Parish, Louisiana",26.8,73.2,11.1,2.9,69.5,22185.39143,52.5,45.8,0.1,0.25,0.75,0.6,39.1,21.9,28370,39.3,27.8,0.45899999999999996,41.65,23.0,21.1,26.55,1.8,10.1,17.45,0.48548850000000005,37.7,5.2,4.0,0.12,73.8,0.5379999999999999,0.21899999999999997,0.39,0.149,1083.0,278.1,0.223,0.11599999999999999,564.05,11.43,79.6,12.5,0
"Rapides Parish, Louisiana",17.9,82.1,19.4,6.2,73.65,24167.634285,62.95,31.4,0.65,1.05,1.5,2.4,31.45,12.75,131870,48.2,18.15,0.47200000000000003,26.85,32.3,20.15,25.0,0.75,10.35,11.4,0.49581975,37.0,3.7,3.8,0.11,58.4,0.429,0.23399999999999999,0.345,0.14,797.7,369.1,0.209,0.063,765.93,8.59,69.3,11.0,0
"Anne Arundel County, Maryland",10.0,90.0,35.7,14.8,75.25,42620.578414999996,73.95,14.9,0.2,3.2,2.5,5.2,6.85,5.35,525683,55.3,5.25,0.406,6.8,43.35,13.8,26.25,0.2,9.4,7.15,0.57341825,38.1,3.0,3.2,0.08,26.1,0.255,0.156,0.28,0.092,318.3,312.1,0.09,0.061,554.13,4.2,49.8,7.0,1
"Baltimore city, Maryland",22.6,77.4,25.2,11.8,73.3,28634.824445,29.25,63.2,0.25,2.05,1.8,3.45,31.6,17.8,630149,47.8,20.7,0.495,29.3,35.95,21.85,24.8,0.1,6.8,10.55,0.486921,34.5,3.7,3.9,0.13,63.4,0.6629999999999999,0.239,0.33399999999999996,0.122,1265.1,2450.8,0.14800000000000002,0.102,1485.08,37.73,107.2,11.8,1
"Brewster County, Texas",19.8,80.2,30.4,13.5,80.2,18749.82476,52.85,1.1,0.3,1.15,1.75,42.85,17.4,12.35,9224,27.0,17.05,0.49,17.85,28.45,26.9,18.65,1.5,15.2,9.3,0.46349300000000004,40.3,3.7,2.4,0.09,51.4,0.193,0.2174653465346534,0.27,0.09,426.2,160.46444444444452,0.272,0.047,185.38,5.430449438202247,58.1,7.11444444444444,0
"Chambers County, Texas",15.2,84.8,16.2,4.5,77.7,36524.14984,70.75,9.7,0.35,0.55,0.9,17.7,15.25,14.1,32147,30.9,10.75,0.384,13.05,29.75,13.7,20.95,0.9,17.65,17.05,0.54141775,35.8,4.0365079365079355,3.639361702127661,0.07,39.2,0.19399999999999998,0.2174653465346534,0.302,0.092,53.4,55.3,0.193,0.077,261.18,6.83,81.0,7.11444444444444,0
"Cochran County, Texas",33.5,66.5,11.7,2.9,72.9,23297.780315,43.15,4.75,0.2,0.05,1.0,50.85,47.2,9.55,3103,37.0,27.0,0.397,42.3,24.7,16.6,17.6,14.05,12.6,14.45,0.447125,34.6,4.0365079365079355,3.639361702127661,0.08,76.7,0.196,0.2174653465346534,0.303,0.111,321.6,160.46444444444452,0.335,0.077,54.18,5.430449438202247,75.16502463054191,7.11444444444444,0
"Coleman County, Texas",22.2,77.8,13.7,3.4,64.25,20680.951745,80.0,2.3,0.45,0.35,1.4,15.6,53.65,16.6,8716,25.7,30.25,0.49700000000000005,42.15,30.55,19.85,15.75,2.95,10.9,20.0,0.6650935,44.5,2.1,3.639361702127661,0.1,80.5,0.34,0.2174653465346534,0.273,0.11599999999999999,182.6,64.7,0.281,0.059000000000000004,124.53,5.430449438202247,103.9,7.11444444444444,0
"Fannin County, Texas",17.6,82.4,14.7,4.3,73.6,23674.491430000002,81.65,7.05,0.75,0.4,1.65,8.55,30.9,10.4,33399,36.2,15.05,0.41700000000000004,20.3,26.5,17.15,22.2,1.5,15.2,17.5,0.67929725,40.2,8.6,3.639361702127661,0.07,57.4,0.275,0.271,0.321,0.10800000000000001,235.6,123.7,0.255,0.086,146.04,4.26,81.7,7.11444444444444,0
"Lavaca County, Texas",23.7,76.3,14.0,3.7,76.35,24314.325715,77.05,6.8,0.1,0.2,0.7,15.2,17.2,9.75,18947,40.1,10.65,0.444,16.1,28.8,13.4,22.2,0.9,13.5,21.15,0.62145225,44.5,4.4,3.639361702127661,0.08,49.3,0.281,0.2174653465346534,0.292,0.12300000000000001,144.7,87.0,0.243,0.045,93.84,5.430449438202247,52.0,7.11444444444444,0
"Martin County, Texas",29.1,70.9,12.6,3.2,70.8,25031.522855000003,56.75,2.25,0.15,0.25,1.45,39.15,6.35,10.3,4623,45.8,7.55,0.42200000000000004,5.7,35.5,15.5,18.1,6.4,14.75,9.75,0.47605349999999996,35.3,4.0365079365079355,3.639361702127661,0.08,69.9,0.24600000000000002,0.2174653465346534,0.297,0.098,304.0,160.46444444444452,0.272,0.043,140.89,5.430449438202247,75.16502463054191,7.11444444444444,0
"Maverick County, Texas",44.8,55.2,13.7,4.2,80.85,16361.99619,3.25,0.05,1.05,0.3,0.25,95.1,39.6,37.1,52779,60.6,31.9,0.473,39.85,22.15,24.25,25.6,1.1,10.55,16.4,0.905583,29.6,3.7,3.6,0.08,78.3,0.341,0.124,0.303,0.09,386.2,95.3,0.35100000000000003,0.126,262.65,5.430449438202247,34.3,4.2,1
"Menard County, Texas",19.9,80.1,13.9,3.4,75.4,18663.463175,65.4,0.35,0.15,0.3,0.15,33.65,24.05,15.95,2187,60.0,19.5,0.506,22.25,27.85,26.85,18.45,0.85,15.55,10.55,0.540974,50.4,4.0365079365079355,3.639361702127661,0.0859734513274335,51.8,0.38299999999999995,0.2174653465346534,0.29100000000000004,0.121,265.0,160.46444444444452,0.34299999999999997,0.061,195.55,5.430449438202247,75.16502463054191,7.11444444444444,0
"Morris County, Texas",17.7,82.3,17.3,7.8,74.0,26505.12603,68.15,22.7,0.45,0.25,1.7,6.75,36.75,11.75,12893,30.3,18.25,0.444,31.15,28.15,17.3,22.5,1.2,11.0,19.85,0.5208430000000001,43.5,4.0365079365079355,3.639361702127661,0.1,72.5,0.46,0.2174653465346534,0.319,0.13,217.9,100.6,0.24100000000000002,0.092,414.29,5.430449438202247,100.9,7.11444444444444,0
"Parker County, Texas",14.6,85.4,22.4,7.1,76.4,32111.673014999997,85.35,1.9,0.6,0.5,1.55,10.15,13.45,7.95,112625,39.3,10.2,0.444,13.15,33.1,13.65,27.4,0.5,12.45,12.85,0.73942675,38.3,3.1,3.3,0.07,41.9,0.226,0.2,0.312,0.115,286.4,83.5,0.213,0.061,157.81,3.15,67.6,6.7,0
"Scurry County, Texas",25.8,74.2,16.3,4.0,73.65,22949.085715,58.35,5.15,0.3,0.55,0.7,34.95,21.8,9.75,16457,46.2,16.45,0.501,22.15,29.5,14.35,19.7,0.6,20.7,15.25,0.465363,37.6,2.5,3.639361702127661,0.11,92.5,0.33799999999999997,0.2174653465346534,0.295,0.09,413.7,56.5,0.247,0.043,693.78,5.430449438202247,71.2,7.11444444444444,0
"Wichita County, Texas",17.2,82.8,20.0,6.3,67.75,23025.68095,69.15,10.3,0.8,2.1,1.95,15.7,25.15,9.1,129982,42.0,15.0,0.47200000000000003,20.0,29.05,20.45,26.25,0.25,10.3,13.75,0.5143154999999999,34.1,4.8,2.8,0.08,59.8,0.348,0.21,0.32899999999999996,0.113,497.3,139.8,0.22899999999999998,0.063,412.22,5.45,78.2,8.1,0
"Chesterfield County, Virginia",10.6,89.4,35.7,12.2,80.45,37550.666665,66.95,21.15,0.3,3.2,2.05,6.35,9.7,4.45,307122,48.8,5.9,0.387,8.5,40.65,13.05,27.6,0.1,8.95,9.65,0.49844799999999995,36.9,2.8,3.1,0.08,20.3,0.27899999999999997,0.158,0.284,0.099,395.3,176.8,0.13,0.057,148.52,4.73,45.3,6.2,0
"Giles County, Virginia",19.7,80.3,16.1,6.0,76.15,27247.293015,96.2,1.5,0.05,0.15,1.1,0.95,17.75,12.5,17239,46.4,15.4,0.41700000000000004,17.65,29.05,16.2,22.5,0.65,10.75,20.95,0.92588275,42.4,3.7,2.3,0.09,42.3,0.242,0.228,0.325,0.128,192.7,54.3,0.159,0.069,118.89,7.016346153846154,82.5,8.283673469387756,0
"Major County, Oklahoma",14.1,85.9,16.4,4.6,73.2,24511.158730000003,89.1,0.2,1.95,0.5,1.4,6.75,9.85,15.55,7351,44.2,10.55,0.435,11.0,25.15,13.85,20.15,4.3,17.7,18.9,0.7990425,43.9,4.0,2.6,0.08,47.3,0.20600000000000002,0.14400000000000002,0.32,0.12300000000000001,104.5,91.10000000000002,0.213,0.032,85.41,5.9722857142857135,64.1,8.237837837837839,0
"Pontotoc County, Oklahoma",15.6,84.4,26.2,11.8,79.35,22309.718415,70.75,2.35,14.2,0.6,8.4,3.75,31.05,13.55,36940,57.3,20.45,0.465,27.0,33.15,16.9,25.15,0.9,11.0,12.9,0.52977075,35.7,4.2,4.7,0.08,56.4,0.337,0.267,0.39299999999999996,0.10800000000000001,404.8,28.8,0.221,0.043,548.66,3.94,99.9,8.6,0
"Jefferson County, Oregon",17.4,82.6,15.9,5.5,67.4,22629.81111,61.85,0.45,14.95,0.35,2.55,19.85,34.9,6.6,20908,37.5,18.5,0.42700000000000005,30.15,23.75,18.55,22.6,3.05,11.35,20.75,0.44497749999999997,39.1,4.1,2.2,0.07,67.6,0.428,0.16699999999999998,0.307,0.08800000000000001,638.5,71.0,0.251,0.122,106.1,10.05,107.1,10.5,0
"Lake County, Oregon",11.8,88.2,16.4,3.8,72.3,21998.428255000003,86.95,0.6,2.0,0.55,2.75,7.2,26.2,6.75,7527,41.1,17.6,0.45399999999999996,27.55,38.0,15.55,20.95,7.1,5.55,12.85,0.76243675,46.6,2.3,3.149999999999999,0.08,31.9,0.301,0.18290322580645157,0.299,0.09699999999999999,285.0424242424242,87.65555555555557,0.192,0.128,329.32,3.555333333333333,119.2,6.238888888888889,0
"Kent County, Rhode Island",10.5,89.5,29.2,10.1,79.35,36324.454285,91.95,1.45,0.2,2.05,1.45,3.0,10.2,8.4,167680,48.6,7.55,0.419,9.15,36.1,15.9,28.6,0.1,7.85,11.45,0.847225,41.9,3.8,4.0,0.07,20.9,0.285,0.188,0.27699999999999997,0.08900000000000001,209.6,81.6,0.08900000000000001,0.099,125.24,1.44,61.6,5.7,0
"Providence County, Rhode Island",21.0,79.0,25.6,10.1,78.4,28785.174285,67.65,7.1,0.4,3.45,3.3,18.15,23.95,11.5,628033,41.7,15.1,0.462,22.25,33.3,19.2,25.4,0.15,7.5,14.5,0.49793075,36.7,3.8,3.7,0.08,33.7,0.428,0.171,0.273,0.08900000000000001,527.7,312.3,0.153,0.11199999999999999,341.24,4.1,58.1,7.0,1
"Cherokee County, South Carolina",25.8,74.2,11.7,3.4,74.65,25690.35238,74.45,20.25,0.2,0.6,1.2,3.35,31.7,11.85,54758,32.4,18.9,0.439,26.8,21.8,14.15,24.0,0.5,12.35,27.15,0.59659275,37.4,4.2,4.4,0.12,69.2,0.401,0.282,0.314,0.12,729.2,140.8,0.19699999999999998,0.11699999999999999,392.84,8.39,76.2,13.8,0
"Darlington County, South Carolina",23.1,76.9,15.9,5.3,79.5,25461.45397,55.35,41.4,0.2,0.3,1.2,1.55,32.05,15.2,67726,59.0,19.65,0.456,29.8,26.85,17.35,23.5,0.9,9.75,21.65,0.4781555,38.7,5.1,3.9,0.13,58.3,0.44299999999999995,0.23600000000000002,0.35700000000000004,0.147,881.4,356.1,0.18600000000000003,0.107,899.17,11.68,86.3,10.4,0
"Williamsburg County, South Carolina",21.7,78.3,11.3,5.1,72.55,20702.81238,31.35,65.8,0.25,0.25,0.75,1.55,53.45,26.85,34671,57.3,31.2,0.47100000000000003,42.85,21.65,20.5,24.9,0.75,10.5,21.7,0.53155525,39.9,3.9,3.9,0.13,49.5,0.5720000000000001,0.19,0.426,0.177,636.7,676.7,0.21,0.131,618.46,13.02,96.0,14.0,1
"Lawrence County, South Dakota",7.4,92.6,31.8,10.1,75.95,21122.45778,93.1,0.2,1.9,1.0,1.45,2.4,19.65,7.5,23628,31.1,15.25,0.455,16.4,29.7,24.25,25.25,0.5,12.45,7.75,0.86801225,39.4,3.0,2.5,0.08,20.3,0.275,0.215,0.244,0.078,242.7,157.15072867083228,0.156,0.046,112.09,2.26,61.7,8.725000000000001,0
"Potter County, South Dakota",13.0,87.0,19.9,4.0,69.6,22006.134605000003,96.6,0.05,0.75,0.85,0.75,0.95,35.85,12.25,2239,16.3,11.2,0.426,13.35,33.9,18.9,21.6,4.65,11.9,9.1,0.93343125,49.5,2.1,1.2,0.06704545454545453,29.7,0.29600000000000004,0.079,0.284,0.109,425.5360000000001,157.15072867083228,0.13,0.042,44.38,2.26,88.66060606060607,8.725000000000001,0
"Todd County, South Dakota",17.0,83.0,18.1,6.4,73.3,18469.074285,11.45,0.2,82.4,0.4,2.15,3.45,67.55,38.55,9804,55.7,48.05,0.498,59.0,36.3,21.85,21.1,4.85,4.7,11.2,0.69375875,23.4,3.9,3.1,0.08,118.8,0.628,0.39399999999999996,0.42100000000000004,0.149,1883.5,157.15072867083228,0.153,0.09,93.97018867924527,2.26,236.3,13.7,1
"Greene County, Tennessee",23.4,76.6,14.0,5.6,65.3,22902.989205,94.1,2.05,0.2,0.35,1.0,2.35,29.75,14.95,67264,29.2,19.45,0.425,25.85,24.3,16.8,21.75,0.6,10.75,25.8,0.88656975,41.8,5.5,4.1,0.09,48.8,0.353,0.28600000000000003,0.354,0.135,174.5,73.3,0.182,0.109,372.68,4.23,88.9,5.9,0
